oneShot,OSTrial,cond,shiftMag,exp,participant,group,compTrial,compensation
10.3537210494233,76,up,125,noisyfb,sp011,noisy,75,8.21667083515347
22.3618136875078,78,up,125,noisyfb,sp011,noisy,77,9.4142459781938
29.9503690152774,89,up,125,noisyfb,sp011,noisy,88,13.0105879401248
4.43321061666952,96,up,125,noisyfb,sp011,noisy,95,14.792258138909
6.22196557077093,103,up,125,noisyfb,sp011,noisy,102,-11.2337345315361
26.8830085256796,131,up,125,noisyfb,sp011,noisy,130,-30.8188849195875
-23.9919900955316,136,up,125,noisyfb,sp011,noisy,135,10.2589240562513
1.59541156048921,140,up,125,noisyfb,sp011,noisy,139,1.75310471883086
0.684504107798971,159,up,125,noisyfb,sp011,noisy,158,1.57912257589569
-27.3913041432995,166,up,125,noisyfb,sp011,noisy,165,24.1398067073737
-46.8022296010233,172,up,125,noisyfb,sp011,noisy,171,-9.87107909368721
-28.7726250975348,200,up,125,noisyfb,sp011,noisy,199,36.9053558986355
26.4273197368357,10,up,125,noisyfb,sp011,noisy,9,10.5351642505193
-22.8539606127379,12,up,125,noisyfb,sp011,noisy,11,20.6804755992338
41.908538831508,38,up,125,noisyfb,sp011,noisy,37,23.7626618819725
17.2921892356924,45,up,125,noisyfb,sp011,noisy,44,2.2757640158205
28.3814070901968,66,up,125,noisyfb,sp011,noisy,65,20.0035067174247
3.99886042570532,87,up,125,noisyfb,sp011,noisy,86,10.0656025075632
-0.724402243258575,113,up,125,noisyfb,sp011,noisy,112,-1.87098332565945
-21.2322872367146,146,up,125,noisyfb,sp011,noisy,145,8.90589221412782
16.8948590907659,151,up,125,noisyfb,sp011,noisy,150,9.64531149832713
-8.25189974297296,153,up,125,noisyfb,sp011,noisy,152,-38.7771020159161
-18.6740166202971,170,up,125,noisyfb,sp011,noisy,169,5.54693002919187
-3.75883452748576,190,up,125,noisyfb,sp011,noisy,189,-24.7882690229941
18.7644231280915,7,up,125,noisyfb,sp011,noisy,6,23.1757166467369
22.3315060883546,17,up,125,noisyfb,sp011,noisy,16,28.3482060635803
-4.86491774175588,48,up,125,noisyfb,sp011,noisy,47,15.6769380612291
20.8451245924898,63,up,125,noisyfb,sp011,noisy,62,1.28993076953131
-21.8806559632457,101,up,125,noisyfb,sp011,noisy,100,17.196936662376
-22.056947463156,119,up,125,noisyfb,sp011,noisy,118,-19.4757075007341
